WID,EngWrd,HIN01
8321,presents,वि‍लेख
8322,preservation of records,अभि‍लेखों का परि‍रक्षण
8323,preservation technique,परि‍रक्षण तकनीक
8324,preshipment finance,पोत-लदानपूर्व वि‍त्त
8325,press communique,प्रेस वि‍ज्ञप्ति
8326,press note,प्रेस नोट
8327,press release,प्रेस प्रकाशनी
8328,prestige goods,प्रति‍ष्ठा वस्तुएं
8329,presumed total loss,आनुमानि‍क पूर्ण हानि
8330,presumption tax,उपधारणात्मक कर
8331,prevailing rate,प्रचलि‍त दर
8332,preventive action,नि‍वारक कार्य/ कार्रवाई
8333,preventive measure,नि‍वारक उपाय
8334,preventive remedy,नि‍वारक उपचार
8335,previous sanction,पि‍छली मंजूरी
8336,price,कीमत
8337,price advantage,कीमत लाभ
8338,price appeal,कीमत आकर्षण
8339,price band,कीमत का दायरा
8340,price behavior,कीमत/ भाव का रुख
8341,price cleaning markets,मूल्य समायोजक बाजार (मांग-पूर्ति में परि‍वर्तन से मूल्य में तुरंत समायोजन करनेवाले बाजार)
8342,price compensating income,कीमत प्रति‍पूरक आय
8343,price conscious market,कीमत संवेदनशील बाजार
8344,price control,कीमत नि‍यंत्रण
8345,price curve,कीमत वक्र
8346,price cycle,कीमत चक्र
8347,price determination,कीमत नि‍र्धारण
8348,price earning multiple,कीमत अर्जन गुणज
8349,price earning rate,कीमत अर्जन दर
8350,price earning ratio,कीमत अर्जन अनुपात
8351,price economics,कीमत अर्थशास्त्र/ आर्थि‍की
8352,price elasticity,कीमत लोच
8353,price equilibrium,कीमत संतुलन
8354,price escalation,कीमत वृद्धि
8355,price fixation,कीमत नि‍यतन / नि‍र्धारण
8356,price fluctuation index,कीमत उतार-चढ़ाव सूचकांक
8357,price forecasting,कीमत पूर्वानुमान
8358,price goal,कीमत लक्ष्य
8359,price index,कीमत सूचकांक
8360,price inelasticity,कीमत लोचहीनता
8361,price inflation,कीमत स्फीति
8362,price manipulation,कीमतों में जोड़तोड़
8363,price margin,कीमत गुंजाइश / मार्जि‍न
8364,price mechanism,कीमत प्रणाली
8365,price movements,कीमत में उतार-चढ़ाव
8366,price negotiation,कीमत वार्ता
8367,price output developments,कीमत उत्पाद गति‍वि‍धि‍यां
8368,price pegging,कीमत स्थि‍र करना
8369,price preference,कीमत अधि‍मान
8370,price pressure,कीमत/ मूल्य दबाव
8371,price sensitive goods,कीमत संवेदी वस्तुएं
8372,price shading,कीमत गि‍राना
8373,price spread,कीमत दायरा / अंतराल
8374,price stabilization,कीमत स्थि‍रीकरण
8375,price structure,कीमत ढांचा
8376,price system,कीमत प्रणाली
8377,price tag,कीमत पर्ची
8378,price to earning ratio,कीमत अर्जन अनुपात
8379,price trends,कीमत प्रवृत्ति‍यां
8380,price valorization,कीमत स्थि‍र करना
8381,price variation clause,कीमत परि‍वर्तन खंड
8382,pricing of credit-risky instruments,ऋण-जोखि‍म वाली लि‍खतों का कीमत नि‍र्धारण
8383,pricing of loan,ऋण का कीमत नि‍र्धारण
8384,pricing of material,वस्तुओं का कीमत नि‍र्धारण
8385,pricing power,कीमत नि‍र्धारण क्षमता
8386,pricing system,कीमत नि‍र्धारण प्रणाली
8387,prima facie,प्रथमदृष्ट्या (सबूत)
8388,primage,"अति‍रि‍क्त भाड़ा, सावधानी प्रभार"
8389,primary (=reserve) money,प्राथमि‍क (= आरक्षि‍त) मुद्रा
8390,primary arbitration,"प्राथमि‍क पंचनि‍र्णय, प्राथमि‍क वि‍वाचन"
8391,primary commodity,"प्राथमि‍क जिंस/ पण्य, अपरि‍ष्कृत जिंस/पण्य"
